商品ID	商店类型	对应物品ID	轮替商品ID	对应物品数量	消耗金币	消耗水晶	消耗创世结晶	[消耗物品]1ID	[消耗物品]1数量	[消耗物品]2ID	[消耗物品]2数量	[消耗物品]3ID	[消耗物品]3数量	[消耗物品]4ID	[消耗物品]4数量	限购数量	刷新类型	刷新参数	提前预览天数	上架时间	下架时间	是否终身限购	前置条件	前置条件参数	条件参数1	条件参数2	前置条件屏蔽显示	最小可见等级	最小队伍等级	最大队伍等级	排序等级	二级页签ID	n选1组ID	显示平台
517005	1087	108455		1	6600											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
517006	1087	108458		1	6525											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
517007	1087	109517		1	2500											1				2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	14			
518001	1088	109515		1	2500											1	0	0		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	14			
518002	1088	108461		1	1925											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	10			
518003	1088	108455		1	6600											2	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	9			
518004	1088	101212		1	280											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
518005	1088	101221		1	240											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
518006	1088	100096		1	120											100	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	3			
518007	1088	101218		1	280											10	3	3		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	5			
518008	1088	110001		1	180											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
518009	1088	100084		1	280											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
518010	1088	100061		1	280											10	3	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	6			
518011	1088	110014		1	630											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
518012	1088	110006		1	530											10	2	1		2019-12-01 00:00:00	2035-01-01 00:00:00							1	1	99	7			
1042001	1042	108215		1	380											20				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042002	1042	108216		1	2025											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042003	1042	108217		1	1550											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042004	1042	108218		1	1775											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042005	1042	108219		1	2150											15				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042006	1042	108220		1	6225											10				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1042007	1042	108221		1	7050											10				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045001	1045	100080		1	150											100	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045002	1045	110006		1	450											10	2	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045003	1045	110009		1	420											10	2	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045004	1045	100058		1	1500											5	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045005	1045	100054		1	1500											5	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045006	1045	202		10000				100061	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045007	1045	202		10000				100062	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045008	1045	202		10000				100064	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045009	1045	202		10000				100083	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045010	1045	202		10000				100085	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045011	1045	202		10000				100072	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045012	1045	202		10000				100001	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045013	1045	202		10000				100002	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045014	1045	202		10000				100084	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045015	1045	202		10000				101001	20								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045016	1045	202		10000				101002	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045017	1045	202		10000				101003	5								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045018	1045	202		10000				101210	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045019	1045	202		10000				101211	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045020	1045	202		10000				101212	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045021	1045	202		10000				101216	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045022	1045	202		10000				101218	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045023	1045	202		10000				101220	10								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045024	1045	202		10000				101004	3								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045025	1045	202		10000				101006	5								3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045026	1045	202		1111				100021	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045027	1045	202		1111				100022	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045028	1045	202		1111				100023	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045029	1045	202		1111				100024	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045030	1045	202		1111				100025	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045031	1045	202		1111				100026	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045032	1045	202		1111				100027	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045033	1045	202		1111				100028	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045034	1045	202		1111				100052	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045035	1045	202		1111				100053	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045036	1045	202		1111				100054	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045037	1045	202		1111				100029	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045038	1045	202		1111				100030	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045039	1045	202		1111				100031	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045040	1045	202		1111				100032	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045041	1045	202		1111				100033	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045042	1045	202		1111				100034	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045043	1045	202		1111				100055	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045044	1045	202		1111				100056	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045045	1045	202		1111				100057	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045046	1045	202		1111				100058	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045047	1045	202		1111				101201	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045048	1045	202		1111				101202	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045049	1045	202		1111				101203	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045050	1045	202		1111				101204	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045051	1045	202		1111				101205	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045052	1045	202		1111				101206	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045053	1045	202		1111				101207	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045054	1045	202		1111				101208	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045055	1045	202		1111				101209	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045056	1045	202		1111				101210	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045057	1045	202		1111				101211	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045058	1045	202		1111				101212	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045059	1045	202		1111				101213	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045060	1045	202		1111				101214	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045061	1045	202		1111				101215	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045062	1045	202		1111				101216	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045063	1045	202		1111				101217	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045064	1045	202		1111				101218	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045065	1045	202		1111				101219	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045066	1045	202		1111				101220	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045067	1045	202		1111				101221	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045068	1045	202		1111				101225	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045069	1045	202		1111				101226	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045070	1045	202		1111				101227	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045071	1045	202		1111				100054	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1045072	1045	202		2000				104013	1											2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046001	1046	100001		1	240											10	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046002	1046	100002		1	170											10	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046003	1046	100084		1	240											10	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1046004	1046	100033		1	1000											5	3	3		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1047001	1047	220044		1	150000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	1			
1050001	1050	393114		1	50000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1050002	1050	350028		1	50000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1050003	1050	350030		1	50000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052001	31001	109516		1	5000											1				2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	13			
1052002	31001	108464		1	6450											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	12			
1052003	31001	108149		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052004	31001	108150		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052005	31001	108151		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	10			
1052006	31001	108469		1	1500											2	3	1		2019-12-23 00:00:00	2035-02-28 00:00:00							1	1	99	11			
